,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2020-12-21,6.050000190734863,6.610000133514404,5.920000076293945,6.489999771118164,6.489999771118164,1354000,AVXL,6.292282,6.039999961853027,0.0,0.19771766662597656
2020-12-31,5.429999828338623,5.679999828338623,5.309999942779541,5.400000095367432,5.400000095367432,965800,AVXL,6.5458007,5.289999961853027,0.0,-1.1458005905151367
2021-01-06,5.170000076293945,5.570000171661377,5.170000076293945,5.460000038146973,5.460000038146973,989700,AVXL,6.3469725,5.579999923706055,0.8869724273681641,0.0
2021-01-19,5.980000019073486,6.083000183105469,5.790999889373779,5.980000019073486,5.980000019073486,817900,AVXL,6.4073963,5.820000171661377,0.0,-0.427396297454834
2021-01-28,6.119999885559082,6.489999771118164,6.119999885559082,6.340000152587891,6.340000152587891,907900,AVXL,6.7479305,6.28000020980835,0.0,-0.4079303741455078
2021-01-29,6.380000114440918,6.690000057220459,6.122000217437744,6.28000020980835,6.28000020980835,959100,AVXL,6.8099804,6.5300002098083505,0.5299801826477051,0.0
2021-02-05,13.350000381469727,13.760000228881836,11.300000190734863,12.390000343322754,12.390000343322754,15659900,AVXL,9.354128,14.100000381469727,-3.035872459411621,0.0
2021-02-12,12.359999656677246,13.899999618530273,11.800000190734863,13.210000038146973,13.210000038146973,2289400,AVXL,13.069064,13.220000267028809,-0.14093589782714844,0.0
2021-02-22,12.789999961853027,13.479999542236328,12.583999633789062,12.890000343322754,12.890000343322754,1673400,AVXL,13.920295,12.069999694824219,0.0,-1.030294418334961
2021-03-01,13.0600004196167,13.319000244140625,12.520000457763672,12.9399995803833,12.9399995803833,1427000,AVXL,13.968929,13.920000076293945,1.0289297103881836,0.0
2021-03-10,12.352999687194824,12.819999694824219,12.25,12.489999771118164,12.489999771118164,1149100,AVXL,13.926858,13.47999954223633,1.4368581771850586,0.0
